FinalID,FinalIDassigned,Phylum,Class,Order,Family,Genus
Sphaerocystis cf planctonica,Sphaerocystis,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellaceae,Sphaerocystis
Sphaerocystis cf schroeteri,Sphaerocystis,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellaceae,Sphaerocystis
Sphaerocystis planctonica,Sphaerocystis planctonica,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellaceae,Sphaerocystis
Sphaerocystis planctonica (Korshikov) Bourelly,Sphaerocystis planctonica,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellaceae,Sphaerocystis
Sphaerocystis schroeteri,Sphaerocystis schroeteri,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellaceae,Sphaerocystis
Sphaerocystis schroeteri Chodat,Sphaerocystis schroeteri,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellaceae,Sphaerocystis
Sphaerocystis schroeterii,Sphaerocystis schroeteri,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellaceae,Sphaerocystis
Sphaerocystis shroeteri,Sphaerocystis schroeteri,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellaceae,Sphaerocystis
Sphaerocystis sp 1,Sphaerocystis,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellaceae,Sphaerocystis
Spirogyra,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra bellis,Spirogyra bellis,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra borgeana,Spirogyra borgeana,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra borgeana Transeau,Spirogyra borgeana,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra catenaeformis,Spirogyra catenaeformis,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra cf bellis,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra cf borgeana,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra cf fluviatilis,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra cf grevilleana,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra cf kuusamoensis,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra cf longata,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra cf lutetiana,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra cf majuscula,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra cf maxima,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra cf notabilis,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra cf parvula,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra cf protecta,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra cf scrobiculata,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra cf setiformis,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra cf spreeiana,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra cf teodoresci,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra cf varians,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra cf weberi,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra cf. borgeana,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra daedaleoides,Spirogyra daedaleoides,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra fluviatilis,Spirogyra fluviatilis,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra fluviatilis Hilse,Spirogyra fluviatilis,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra grevilleana,Spirogyra grevilleana,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra juliana,Spirogyra juliana  ,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra kuusamoensis,Spirogyra kuusamoensis,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra longata,Spirogyra longata,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra lutetiana,Spirogyra lutetiana,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra lutetiana Petit,Spirogyra lutetiana,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra majuscula,Spirogyra majuscula,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra majuscula K¸tz.,Spirogyra majuscula,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra maxima,Spirogyra maxima,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra notabilis,Spirogyra notabilis,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra parvula,Spirogyra parvula,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra parvula (Transeau) Czurda,Spirogyra parvula,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra protecta,Spirogyra protecta,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra scrobiculata,Spirogyra scrobiculata,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra scrobiculata (Stockm.) Czurda,Spirogyra scrobiculata,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra setiformis,Spirogyra setiformis,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra sp 1,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra sp 1 ,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra sp 1_EcoA,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra sp 10,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra sp 11,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra sp 111,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra sp 12,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra sp 13,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra sp 14,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra sp 15,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra sp 16,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra sp 17,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra sp 18,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra sp 19,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra sp 2,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra sp 20,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra sp 21,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra sp 22,Spirogyra   ,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra sp 222,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra sp 3,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra sp 333,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra sp 4,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra sp 5,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra sp 6,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra sp 7,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra sp 8,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra sp 9,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra sp. 1,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra sp. 10,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra sp. 12,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra sp. 13,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra sp. 2,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra sp. 4,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra sp. 5,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra sp. 6,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra sp. 7,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra sp. 8,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra sp. 9,Spirogyra,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra spreeiana,Spirogyrareeiana,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra spreeiana Rabenh.,Spirogyrareeiana,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra teodoresci,Spirogyra teodoresci,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra teodoresci Transeau,Spirogyra teodoresci,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra varians,Spirogyra varians,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra varians ,Spirogyra varians,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra varians (Hassall) K¸tz.,Spirogyra varians,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra weberi,Spirogyra weberi,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirogyra weberi K¸tz.,Spirogyra weberi,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Spirotaenia condensata,Spirotaenia condensata,Streptophyta,Zygnematophyceae,Zygnematales,Mesotaeniaceae,Spirotaenia 
Spirulina,Spirulina,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Spirulina
Spirulina adriatica,Spirulina adriatica,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Spirulina
Spirulina cf corakiana,Spirulina,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Spirulina
Spirulina cf major,Spirulina,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Spirulina
Spirulina cf subtilissima,Spirulina,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Spirulina
Spirulina cf tenerrima,Spirulina,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Spirulina
Spirulina corakiana,Spirulina corakiana,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Spirulina
Spirulina major,Spirulina major,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Spirulina
Spirulina major K¸tz.,Spirulina major,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Spirulina
Spirulina sp 1,Spirulina,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Spirulina
Spirulina sp 2,Spirulina   ,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Spirulina
Spirulina subtilissima,Spirulina subtilissima,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Spirulina
Spirulina subtilissima K¸tz.,Spirulina subtilissima,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Spirulina
Spirulina tenerrima,Spirulina tenerrima,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Spirulina
Spondylosium sp,Spondylosium,Charophyta,Conjugatophyceae,Desmidiales,Desmidiaceae,
Spondylosium sp 1,Spondylosium   ,Charophyta,Conjugatophyceae,Desmidiales,Desmidiaceae,Spondylosium
Sporotetras sp 1,Sporotetras,Chlorophyta,Chlorophyceae,Chlorococcales,Radiococcaceae,Sporotetras
Staurastrum alternans,Staurastrum alternans,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum
Staurastrum anaticum,Staurastrum anaticum,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum
Staurastrum avicula,Staurastrum avicula,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum
Staurastrum brebissonii,Staurastrum brebissonii,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum 
Staurastrum cf avicula,Staurastrum,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum
Staurastrum cf dejectum,Staurastrum,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum
Staurastrum cf gracile,Staurastrum,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum
Staurastrum cf lapponicum,Staurastrum,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum
Staurastrum cf muticum,Staurastrum,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum
Staurastrum cf punctulatum,Staurastrum,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum
Staurastrum cingulum,Staurastrum cingulum,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum
Staurastrum dejectum,Staurastrum dejectum,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum
Staurastrum dilatatum,Staurastrum dilatatum  ,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum
Staurastrum furcigerum,Staurastrum furcigerum  ,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum
Staurastrum lapponicum,Staurastrum lapponicum,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum
Staurastrum muticum,Staurastrum muticum,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum
Staurastrum orbiculare,Staurastrum orbiculare,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum
Staurastrum orbiculare var minor,Staurastrum orbiculare var minor,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum
Staurastrum orbiculare var ralfsii,Staurastrum orbiculare var ralfsii,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum
Staurastrum proboscideum,Staurastrum proboscideum,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum
Staurastrum punctulatum,Staurastrum punctulatum,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum
Staurastrum punctulatum BrÈb.,Staurastrum punctulatum,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum
Staurastrum punctulatum f minor,Staurastrum punctulatum f minor,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum 
Staurastrum punctulatum var subproductum,Staurastrum punctulatum var subproductum,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum 
Staurastrum schimidlei var americanum,Staurastrum schimidlei var americanum,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum
Staurastrum sp 1,Staurastrum,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum
Staurastrum sp 2,Staurastrum,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum
Staurastrum sp 3,Staurastrum   ,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum
Stauridium cf tetras,Stauridium,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,Stauridium
Stauridium tetras,Stauridium tetras,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,Stauridium
Stauridium tetras (Ehrenb.) E. Hegewald,Stauridium tetras,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,Stauridium
Staurodesmus dejectus var apiculatus,Staurodesmus dejectus var apiculatus,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurodesmus
Staurodesmus megacanthus,Staurodesmus megacanthus  ,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurodesmus
Staurodesmus sp 1,Staurodesmus,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurodesmus
Staurodesmus sp 2,Staurodesmus   ,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurodesmus
Seminavis sp 2,Seminavis,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Seminavis
Seminavis strigosa,Seminavis strigosa,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Seminavis
Simonsenia,Simonsenia,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Simonsenia
Simonsenia delognei,Simonsenia delognei,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Simonsenia
Stauroforma,Stauroforma,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Stauroforma
Stauroforma exiguiformis,Stauroforma exiguiformis,Bacillariophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Stauroforma
Stauroneis,Stauroneis,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis
Stauroneis anceps,Stauroneis anceps,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis
Stauroneis anceps Ehrenberg,Stauroneis anceps,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis
Stauroneis anceps f gracilis,Stauroneis anceps f gracilis,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis
Stauroneis cf agrestis SWAMP JR,Stauroneis,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis
Stauroneis cf reichardtii SWAMP KB,Stauroneis,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis
Stauroneis cf wislouchii SWAMP EWT,Stauroneis,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis
Stauroneis gracilis,Stauroneis gracilis,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis
Stauroneis kootenai,Stauroneis kootenai,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis
Stauroneis kriegeri,Stauroneis kriegeri,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis
Stauroneis legumen,Stauroneis legumen,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis
Stauroneis lundii,Stauroneis lundii,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis
Stauroneis neohyalina,Stauroneis neohyalina,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis
Stauroneis obtusa,Stauroneis obtusa,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis
Stauroneis obtusa Lagerstedt,Stauroneis obtusa,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis
Stauroneis phoenicenteron,Stauroneis phoenicenteron,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis
Stauroneis phoenicenteron (Nitzsch) Ehrenberg,Stauroneis phoenicenteron,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis
Stauroneis producta,Stauroneis producta,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis
Stauroneis smithii,Stauroneis smithii,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis
Stauroneis smithii Grunow,Stauroneis smithii,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis
Stauroneis sp 1,Stauroneis,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis
Stauroneis sp 2,Stauroneis,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis
Stauroneis sp A SWAMP EWT,Stauroneis,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis
Stauroneis sp B SWAMP EWT,Stauroneis,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis
Staurosira,Staurosira,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosira
Staurosira bidens,Staurosira bidens,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosira
Staurosira construens,Staurosira construens,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosira
Staurosira construens Ehrenberg,Staurosira construens,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosira
Staurosira construens var binodis,Staurosira construens var binodis,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosira
Staurosira construens var exigua,Staurosira construens var exigua,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosira
Staurosira construens var pumila,Staurosira construens var pumila,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosira
Staurosira construens var venter,Staurosira construens var venter,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosira
"Staurosira construens var. binodis (Ehrenberg) Hamilton in Hamilton, Poulin, Charles & Angell",Staurosira construens var binodis,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosira
Staurosira construens var. pumila (Grunow) Kingston,Staurosira construens var pumila,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosira
"Staurosira construens var. venter (Ehrenberg) Hamilton in Hamilton, Poulin, Charles & Angell",Staurosira construens var venter,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosira
Staurosira incerta,Staurosira incerta,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosira
Staurosira punctiformis,Staurosira punctiformis,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosira
"Staurosira punctiformis A. Witkowski, D. Metzeltin & H. Lange-Bertalot in A. Witkowski, H. Lange-Bertalot & D. Metzeltin",Staurosira punctiformis,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosira
Staurosira sp 1 SCCWRP JPK,Staurosira,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosira
Staurosira sp. 1 SCCWRP JPK,Staurosira,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosira
Staurosirella,Staurosirella,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosirella
Staurosirella berolinensis,Staurosirella berolinensis,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosirella
Staurosirella confusa,Staurosirella confusa,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosirella
Staurosirella lapponica,Staurosirella lapponica,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosirella
Staurosirella lapponica (Grunow in Van Heurck) Williams & Round,Staurosirella lapponica,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosirella
Staurosirella leptostauron,Staurosirella leptostauron,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosirella
Staurosirella leptostauron var dubia,Staurosirella leptostauron var dubia,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosirella
Staurosirella pinnata,Staurosirella pinnata,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosirella
Staurosirella pinnata (Ehrenberg) Williams & Round,Staurosirella pinnata,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosirella
Staurosirella pinnata var intercedens,Staurosirella pinnata var intercedens,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosirella
Staurosirella pinnata var lancettula,Staurosirella pinnata var lancettula,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosirella
Staurosirella sp 2,Staurosirella,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosirella
Staurosirella sp 3,Staurosirella,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosirella
Staurosirella sp 4,Staurosirella,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosirella
Staurosirella sp 5,Staurosirella,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosirella
Staurosirella sp 6,Staurosirella,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosirella
Stauroneis tackei,Stauroneis tackei,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis
Stauroneis thermicola,Stauroneis thermicola,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis
Stauroneis undata,Stauroneis undata,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis
Stephanodiscus,Stephanodiscus,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus
